PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
XhGWf,r2q1rk1/pp4pp/5p2/3b4/3Q4/2B5/PP3PPP/3R1RK1 b - - 1 21,d5c6 d4c4 f8f7 d1d8,1192,78,99,839,crushing discoveredAttack middlegame short,https://lichess.org/2aq8eMcM/black#42
XhGl9,rn1q1rk1/ppp2ppp/4p1b1/3pN3/3PnBP1/4P3/PPP1BP1P/R2QK2R w KQ - 1 11,f2f3 d8h4 f4g3 e4g3,1161,78,99,1185,crushing opening short,https://lichess.org/OTEE5Oy7#21
XhGnb,8/pkpp3p/Rp6/3P4/1K2r3/R5P1/PPP4P/4r3 w - - 7 30,b4b5 c7c6 d5c6 d7c6,1091,80,100,42,endgame mate mateIn2 rookEndgame short,https://lichess.org/D9QMnWKZ#59
XhGuz,5r1k/pp4pp/n2pB2r/2pP4/4PN2/P3B1P1/1q3PK1/R6R b - - 1 26,h6h1 f4g6 h7g6 a1h1,1798,74,80,218,intermezzo mate mateIn2 middlegame short,https://lichess.org/1TAriyl6/black#52
XhGxC,7r/1p2kpp1/p7/4n2P/P4N2/1P2P1K1/2r5/R6R b - - 3 24,c2c3 f4d5 e7e8 d5c3,1002,80,84,60,crushing endgame fork short,https://lichess.org/8JWKYQG4/black#48
XhGyR,8/R5pk/2p3rp/3pPp2/1P1n1P2/6R1/2P3PP/6K1 w - - 7 39,e5e6 d4e2 g1f2 e2g3 h2g3 g6e6,1500,500,100,1,endgame equality fork long,https://lichess.org/GbUDyPLf#77
XhGzH,1r6/p6p/5pp1/2k1p3/2P5/8/P1P2PPP/3R2K1 w - - 2 34,d1d7 b8b1 d7d1 b1d1,703,89,71,130,backRankMate endgame mate mateIn2 rookEndgame short,https://lichess.org/axVZuK83#67
XhGzy,r5k1/pp5p/2pp2pq/7r/4BpR1/3P3P/PPPQ1P1K/6R1 w - - 2 23,h2g2 f4f3 e4f3 h6d2,1634,75,92,267,crushing discoveredAttack middlegame short,https://lichess.org/vhC1uugY#45
XhH2A,r2r2k1/p1Q2ppp/1p3b2/1B6/5PP1/2P2b1P/PPP1p1n1/2K1R1R1 w - - 2 24,g1g2 d8d1 e1d1 e2d1q,1196,75,96,386,advancedPawn mate mateIn2 middlegame promotion queensideAttack short,https://lichess.org/pcjmLrLQ#47
XhHOS,r4rk1/1bp4p/4p1pQ/p2pPp2/1q1P1P2/1P1B4/P5PP/R4RK1 w - - 1 23,f1f3 b4d4 g1h1 d4a1,1243,76,97,1338,crushing fork middlegame short,https://lichess.org/zQY8XXsv#45
XhHQo,r4k2/3b1q2/2p1pP1Q/pp6/8/1KP3P1/PP5P/4R3 b - - 2 41,f8e8 h6h8 f7f8 f6f7 e8e7 h8h4 e7f7 e1f1,1763,75,93,311,advancedPawn crushing endgame exposedKing pin veryLong,https://lichess.org/oR2FTjwn/black#82
XhHTe,Q7/p1p2p1k/1p2p3/3p4/3P1q1p/P7/1PP1nP2/R5RK b - - 4 24,e2g1 a1g1 f4f3 g1g2,1405,84,82,56,crushing endgame short,https://lichess.org/vipPtHp1/black#48
XhHm9,r2r2k1/3R1ppp/p2p1b2/2p5/4RP2/2P2N1P/q2B2P1/4Q2K b - - 0 22,d8d7 e4e8 a8e8 e1e8,633,99,100,150,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/hTE7MWCb/black#44
XhHqv,rn4k1/5p1p/3R1P2/p5p1/2b1P1P1/R5KP/1r6/8 b - - 0 33,b2b1 d6d8,600,111,99,376,endgame mate mateIn1 oneMove,https://lichess.org/yw6zY95x/black#66
XhHvB,8/8/4b1k1/p1p1Pppp/P1Pp3P/2qP1KP1/1rB1R3/3Q4 w - - 1 36,h4g5 f5f4 g3f4 e6g4,2085,78,91,263,clearance crushing endgame short,https://lichess.org/vr4CsnyA#71
XhIEp,8/5p2/4p3/P2p1k2/1B1PbP2/P5r1/2pK4/2R5 b - - 10 39,f5f4 b4d6 e6e5 d6e5 f4g4 e5g3,1599,74,94,1161,crushing endgame long skewer,https://lichess.org/Wr4RQyQm/black#78
XhIFX,r7/p6k/2ppp2n/1p5Q/4P1P1/2KP2q1/PPP2r2/R6R b - - 5 25,g3e5 h5e5 d6e5 g4g5,1707,125,64,16,advantage middlegame pin short,https://lichess.org/yzmsKjXQ/black#50
XhIbg,5r2/pp3P1p/3P1R2/5Q1K/1k2P2N/2p5/5qrP/8 b - - 1 44,g2h2 f5f2 h2f2 f6f2,1353,79,79,64,crushing endgame short,https://lichess.org/hz66G630/black#88
XhIiE,3rk2r/2pqbpp1/p6p/2PnN3/8/P3B2P/3Q1PP1/R2R2K1 b k - 0 20,d7c8 e5c6 d5e3 d2e3 d8d1 a1d1 c8e6 d1e1 e6e3 e1e3,2130,104,79,33,advantage middlegame pin quietMove veryLong,https://lichess.org/hf9oFtUt/black#40
XhIpz,5rk1/3n2bp/p2p2p1/3P3q/p3P3/P2QBP2/4N1KP/1R6 w - - 3 36,f3f4 d7e5 f4e5 h5f3 g2g1 g7h6 e3h6 f3d3,2225,76,95,186,crushing middlegame sacrifice veryLong,https://lichess.org/h5I3mSC4#71
XhIsU,rn2q1k1/pp3ppp/1b6/1N1p4/2p5/P5PQ/1PP3BP/2K4R b - - 1 17,e8b5 h3c8 b6d8 c8d8 b5e8 d8e8,950,80,100,168,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/sXiL3LjN/black#34
XhJQw,r1bqk1r1/pp1pnp1Q/2n1p3/8/4P3/5N2/PP3PPP/R1B1KB1R w KQq - 1 10,c1g5 g8g5 f3g5 d8a5,1500,500,100,0,equality opening sacrifice short,https://lichess.org/jcv8zJ2u#19
XhJUm,r2qkb1r/pp4pp/3pBp1B/2p1p3/4P3/3P3Q/PP3PPP/nN1K3R b kq - 0 11,g7h6 h3h5 e8e7 h5f7,1262,79,95,837,mate mateIn2 middlegame short,https://lichess.org/EUcaoNm1/black#22
XhJVg,rn3r2/1p2q1k1/4bbPp/p7/3PB3/2P2N2/PPQ3P1/2KR3R w - - 0 20,h1h6 f6g5 f3g5 e7g5,1307,78,94,1137,advantage fork middlegame short,https://lichess.org/lEG2k8a7#39
XhJVq,8/6N1/3b1p2/1K6/4k2p/6P1/7P/8 w - - 0 57,g7e8 d6g3 e8f6 e4f3 h2h3 f3g2,2038,115,75,38,crushing endgame long,https://lichess.org/yMovN0M2#113
XhJdJ,r5k1/5rpp/p4qn1/1p5Q/2pP4/P1P5/1PBN1PbP/R4RK1 w - - 0 21,g1g2 g6f4 g2h1 f4h5,1024,92,98,80,crushing fork middlegame short,https://lichess.org/gi2juFJ1#41
XhJe3,r4rk1/1p3p1p/p3p1p1/3pB3/8/P1NQ4/1qP2PPP/4R1K1 b - - 1 21,b2a3 c3d5 e6d5 d3a3,1837,80,84,33,crushing discoveredAttack middlegame short,https://lichess.org/sEJPaOoO/black#42
XhJs9,6r1/1bp2k2/2q1p1rp/p4p2/2PB4/3Q1R2/P1P2RPP/6K1 b - - 5 29,c6a4 f3f5 e6f5 d3f5 f7e8 f2e2 e8d8 d4f6 g6f6 f5f6 d8c8 f6e6 c8b8 e6g8,2193,76,87,195,crushing fork middlegame sacrifice veryLong,https://lichess.org/uXvyuzlu/black#58
XhJwL,r1b3k1/ppp3pp/3b4/3P2B1/3P4/P5pP/1P3rB1/2K1RR2 b - - 5 21,f2g2 e1e8 d6f8 f1f8,842,90,100,228,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/sbixKHCX/black#42
XhK3J,8/1p4pk/p2b1q1p/3P3Q/8/1P2P2P/P5P1/5NK1 w - - 1 29,e3e4 d6c5 g1h2 f6f1 h5f5 f1f5,1988,76,92,826,advantage deflection endgame long,https://lichess.org/EOhKG6cU#57
XhKGD,3rk2r/pp1n1pb1/1qn1b3/7p/4QB1P/2N2N2/PPPRB1P1/2KR4 w k - 9 22,c3d5 b6b2,1195,75,91,307,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/2weFVbUn#43
XhKN5,2r2qkb/2pR2r1/p3p1p1/1p2P1B1/7R/P4P2/1PQ2P1P/7K w - - 7 27,g5h6 f8f3 h1g1 g7d7 c2g6 h8g7 g6e6 f3f7,1798,85,84,40,crushing middlegame veryLong,https://lichess.org/6iaABsVN#53
XhKQw,rr5k/1p3pbQ/2pN4/2nPP1Rp/p1P2B1q/5P2/PP5P/2K3R1 b - - 0 23,h8h7 g5g7 h7h8 d6f7,1361,77,91,641,mate mateIn2 middlegame short,https://lichess.org/wuDUrULq/black#46
XhKy6,8/2R2R2/p2kpp2/1p6/5r1P/1P1PK3/P6r/8 b - - 1 31,f4h4 f7d7 d6e5 c7c5,1663,75,96,2089,endgame mate mateIn2 rookEndgame short,https://lichess.org/wXvMKtUx/black#62
XhL8I,1r1R2k1/4pp2/q3b1pp/8/p3p1PP/2Q2P2/P1P5/K2R4 b - - 1 34,b8d8 d1d8 g8h7 d8h8,898,79,82,63,endgame mate mateIn2 short,https://lichess.org/yW2ZcRQT/black#68
XhLID,4r1k1/2b2ppp/p1p5/2Np4/8/1P3R1P/PBP3P1/3Rr2K w - - 5 25,d1e1 e8e1 f3f1 e1f1,634,105,69,37,endgame mate mateIn2 short,https://lichess.org/Sf2xDYBp#49
XhLWi,8/8/5k2/p5p1/P1p2pK1/2R4P/B1P3r1/8 w - - 4 42,g4f3 g2g3 f3e4 g3c3,1117,97,73,38,crushing endgame short skewer,https://lichess.org/6l4Y20FY#83
XhLYo,r1bq1rk1/2p1bpp1/p1np1n1B/1p2p3/2B1P2P/2NP1N2/PPPQ1PP1/R3K2R w KQ - 0 10,d2g5 f6e8 g5h5 b5c4,2389,89,83,156,advantage middlegame quietMove short,https://lichess.org/LzIj2U8n#19
XhLbX,r1b1kbnr/ppp2ppp/8/4P3/2PpP2q/8/PP4PP/RNBQKBNR w KQkq - 1 7,g2g3 h4e4 e1f2 e4h1 f1g2 h1h2 g1f3 h2h5,1570,77,84,105,advantage fork opening veryLong,https://lichess.org/xEOJfiSW#13
XhLdv,r7/2qb1k2/p2p1b1p/3P2pQ/2pN4/2P5/P4PPP/4R1K1 b - - 1 26,f7g7 e1e6 d7e8 d4f5,2232,75,95,398,crushing middlegame short,https://lichess.org/EAoWYajw/black#52
XhLsJ,8/4R3/pk2p1p1/4Pp2/2P1bP2/PPN5/1K4r1/8 w - - 4 51,b2c1 g2c2 c1d1 c2c3,1314,74,89,307,advantage endgame fork short,https://lichess.org/tjkzStHo#101
XhLt0,r1q3kb/4p3/3pN2Q/p1p1n3/1p2P3/P2P4/1PPK1PP1/8 b - - 3 30,e5f7 h6g6 h8g7 g6g7,1302,74,100,1460,endgame kingsideAttack mate mateIn2 short,https://lichess.org/XIdm5brg/black#60
XhM0B,2r2rk1/5ppp/p3pb2/q2pN2P/1n1P1P2/2N3Q1/1PP3R1/2K3R1 b - - 6 22,a5a1 c1d2 a1g1 g2g1,1538,76,92,121,crushing middlegame short,https://lichess.org/m054RKno/black#44
XhM5O,r2q1rk1/1ppb1pp1/p1nb1n1p/4p3/3PN3/P2QPN2/1PB2PPP/R1B2RK1 b - - 1 13,d7f5 e4f6 d8f6 d3f5 f6f5 c2f5,1245,78,97,2274,advantage discoveredAttack kingsideAttack long opening,https://lichess.org/BbTuvJ19/black#26
XhMBx,r1bqk2r/3pbppp/p1p1pn2/8/3QP3/2N1BN2/PPP2PPP/R4RK1 b kq - 2 9,f6g4 d4g7 e7f6 g7g4,1343,74,96,1455,crushing fork middlegame short,https://lichess.org/tvnztDWf/black#18
XhMOm,8/p7/8/3b2kp/3K2p1/1P4B1/P7/8 w - - 0 37,d4d5 h5h4 g3d6 g4g3,1557,74,90,282,bishopEndgame crushing endgame short,https://lichess.org/sLxnvfrD#73
XhMdv,rn3rk1/pp3pp1/2p4p/4P3/6qb/1QN1PNP1/PP2B1K1/2R2R2 w - - 1 19,f1h1 g4g3 g2f1 g3f2,1120,100,100,18,mate mateIn2 middlegame short,https://lichess.org/iOdHE9yA#37
XhMfD,8/1p5p/3p1k2/p1pPqp2/2P4K/1P2P3/P3Q3/6R1 w - - 0 37,e2f3 e5h2 f3h3 h2g1,1173,75,97,386,crushing endgame fork short,https://lichess.org/FyyMadpC#73
XhMlf,8/bk3B2/3PK2p/6p1/5p2/5P1P/5P2/8 b - - 3 64,a7f2 d6d7 f2b6 e6e7,1182,75,95,367,advancedPawn bishopEndgame crushing defensiveMove endgame master short,https://lichess.org/5OL8M7D1/black#128
XhMv1,r3k1nr/ppp2ppp/5q2/3Nn3/2P3b1/3pPNP1/PP1b1PBP/R2QK2R w KQkq - 0 11,d1d2 e5f3 g2f3 f6f3,1779,103,82,15,crushing fork middlegame short,https://lichess.org/bRu5Suox#21
XhMya,1q1r3r/1b3R2/pkp1B2p/1p6/3PQ3/7P/PP4P1/3R2K1 w - - 5 32,e4e5 b8e5 d4e5 d8d1,1274,152,-100,10,crushing middlegame short,https://lichess.org/fvAgr3wD#63
XhN0H,8/2R2pk1/1p1p2p1/8/2Bb3p/7P/P4PPK/4r3 b - - 3 30,d4f2 c7f7 g7h6 f7f2,900,131,68,21,advantage endgame fork short,https://lichess.org/ufxf0MvD/black#60
XhN4F,3r2k1/1p3pp1/p3p3/4P1Q1/6N1/7P/Pq3PPK/8 b - - 3 25,d8d5 g4f6 g8f8 f6d5,1274,77,94,590,crushing endgame pin short,https://lichess.org/dfZG5hX7/black#50
XhNMA,3qr1k1/pb3pp1/1pr1n2p/3p1B2/3R4/2N1P3/PPQ2PPP/5RK1 w - - 1 19,d4d5 d8d5 c3d5 c6c2 f5c2 b7d5,1887,74,94,1655,advantage discoveredAttack long master middlegame,https://lichess.org/16VCBIbz#37
XhNX1,8/5k1p/1p1b2p1/3r1p2/1PR5/7P/4RPP1/6K1 w - - 1 31,c4c6 d5d1 e2e1 d1e1,1271,142,54,8,endgame mate mateIn2 short,https://lichess.org/PkP5wE69#61
XhNol,r3k1nr/pp1b1ppp/2nQp3/2P1P3/q4P2/2P2N2/P2B2PP/R3KB1R w KQkq - 3 15,a1b1 a4e4 e1f2 e4b1,1304,76,95,982,crushing fork middlegame short,https://lichess.org/MFuGQuZC#29
XhNpx,4r1k1/p4p1p/1p6/1BpP1np1/8/2RRrP1P/PP3K2/8 b - - 5 29,e8e5 d3e3 f5e3 c3e3,1602,152,13,9,advantage endgame short,https://lichess.org/pS86ECBt/black#58
XhO2R,1r3r1k/2p3p1/p3R2p/3Q4/3PRp2/1P3Pq1/P2B2P1/6K1 w - - 1 30,d5f5 f8f5 d2e1 g3g5,1558,107,82,18,crushing hangingPiece middlegame short,https://lichess.org/6adjbkxY#59
XhOBc,5r2/8/P5N1/1Bk2p2/2P2K1p/6p1/7P/8 w - - 0 46,f4f3 g3h2 f3g2 f8g8 g2h2 g8g6,1621,75,91,410,advancedPawn crushing endgame long pin,https://lichess.org/v3Cqax0M#91
XhOpJ,2r1r1k1/8/p1b1p2p/1p2Pp2/1P3np1/P7/BB3PPP/3R1RK1 w - - 1 27,g2g3 f4h3,1351,112,52,18,mate mateIn1 middlegame oneMove,https://lichess.org/nEooz0Y7#53
XhPE2,4r1k1/4Rppb/pp3q1p/3p4/3n4/P4P2/NP4PP/2RQ1BK1 b - - 0 26,e8e7 c1c8 e7e8 c8e8,987,77,100,205,backRankMate mate mateIn2 middlegame short,https://lichess.org/TlTQn4Di/black#52
XhPH5,2rr2k1/p3nppp/1p3n2/2pq4/3P1B2/3BP2P/P3QPP1/R1R3K1 w - - 0 17,d4c5 d5d3 e2d3 d8d3,1115,82,83,72,advantage middlegame short,https://lichess.org/7lomGEAn#33
XhPHM,4r1k1/p1pbq1p1/7p/1Bbp4/5r2/2B5/PPP1QPPP/4RRK1 w - - 8 20,b5d7 e7e2 e1e2 e8e2,1595,77,94,410,advantage middlegame short,https://lichess.org/KJASOXxA#39
XhPIv,4K3/p7/2k5/P7/8/8/8/8 w - - 3 91,e8d8 c6b5 d8c7 b5a5 c7b7 a7a6 b7c6 a5b4,2289,76,93,276,crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/ko7PIlTN#181
XhPpf,6r1/7P/1p1p4/p2P1p2/P1P2k2/1P5R/4Kp2/1R4r1 b - - 2 47,g1b1 h3f3 f4e4 h7g8q b1b2 e2f1 e4f3 g8g2,1913,76,84,97,advancedPawn crushing endgame master promotion rookEndgame veryLong,https://lichess.org/vIGNpxCY/black#94
XhPsr,1r4k1/5p1p/p1Q3p1/4p3/6PP/b1n1B3/q1P2P2/2R1K2R w - - 3 24,c6c3 a3b4 c3b4 b8b4,1799,74,93,556,crushing middlegame pin short,https://lichess.org/NIV5pwk9#47
XhQ1j,8/8/p1k5/2P3p1/1P5p/p1K2P1P/8/8 b - - 1 51,a3a2 c3b2 a2a1r b2a1 a6a5 b4a5,1312,150,88,11,crushing endgame long pawnEndgame,https://lichess.org/grtcmQDR/black#102
XhQEM,4r1k1/pR3p2/5pbQ/q1p5/3p4/1P4PP/P4P2/2R3K1 w - - 3 30,h3h4 g6e4 b7d7 e4c6,2724,93,96,159,advantage endgame master short,https://lichess.org/bZ9pADlz#59
XhQFX,r6k/ppp1qrpp/1b1p4/n3pb1Q/2B1N3/2PP3P/PP3PP1/R3R1K1 w - - 0 16,c4f7 g7g6 f7g6 f5g6,1599,76,74,133,advantage middlegame short,https://lichess.org/yTyNRYY5#31
XhQUk,4r3/p4k2/1p5p/5Rp1/3P4/3B4/bP3KPP/8 b - - 0 34,f7e6 f5e5 e6f7 d3g6 f7g6 e5e8,1486,95,85,27,advantage deflection endgame exposedKing long,https://lichess.org/cqEnv68E/black#68
XhQiR,2rq2k1/pp4pp/2n1p3/2bp4/5r2/1B4N1/PPP2PPP/R2Q1RK1 b - - 3 14,d8f6 g3h5 f6g5 h5f4,1602,106,12,22,advantage fork middlegame short,https://lichess.org/sYAn9FIH/black#28
XhRCH,r2r2k1/pb3ppp/4p3/3q4/8/3B1P2/PP1Q2PP/R4RK1 w - - 1 16,a1d1 b7a6 d2e3 a6d3,1890,75,90,626,advantage middlegame short,https://lichess.org/V8ZK3w9h#31
XhROq,r1b1kb1r/pp3ppp/2n5/2pqp3/8/2PB3P/PP1KN3/RNB2Q1R w kq - 4 12,d2c2 c5c4 d3c4 d5c4,2031,78,91,392,crushing opening short,https://lichess.org/DGYt9SMa#23
XhRcR,r1br2Qk/1p4p1/1qp1pN1p/p3P1N1/8/P2R4/1PP2bPP/2K4R b - - 2 20,d8g8 g5f7,1285,295,82,2,mate mateIn1 middlegame oneMove,https://lichess.org/ju53q5O0/black#40
XhRnM,8/5pkp/5qp1/P3Q3/8/2r4P/1r3PP1/R3R1K1 b - - 4 34,b2f2 e5f6 f2f6 a5a6,1442,75,98,604,advantage endgame master short,https://lichess.org/M4z59EDI/black#68
XhRoF,r1b1kbnr/1p3ppp/p3p3/q2pP3/3Q1P2/5N2/PPP3PP/RN2KB1R w KQkq - 1 9,d4c3 f8b4 a2a3 b4c3,1162,125,33,24,crushing opening pin short,https://lichess.org/GWb70LoW#17
XhS6o,3k4/pppn4/8/2b3Np/8/3P3P/PP4P1/5K2 b - - 0 27,d7e5 g5e6 d8e7 e6c5,1500,500,100,0,endgame equality fork short,https://lichess.org/4TDQW3we/black#54
XhSMZ,R7/1ppq1pp1/7k/2p1P1Np/1pP3n1/3r4/1PQ2PPP/6K1 w - - 4 28,g5f7 d7f7 a8h8 h6g5,1692,131,50,8,crushing endgame hangingPiece short,https://lichess.org/T89iR6Kr#55
XhSb7,k1r4r/R4p1p/4p2p/b2pPn2/8/3Q1N2/2q1BPPP/1R4K1 b - - 0 27,a8a7 d3a6,1363,76,90,238,mate mateIn1 middlegame oneMove,https://lichess.org/66rn3Cfi/black#54
XhSd6,3R4/6rk/7p/p1b1q3/7P/1P3QP1/P4P1K/8 b - - 10 58,c5e7 f3d3 g7g6 d8d5 e5d5 d3d5,2144,77,84,55,crushing endgame long,https://lichess.org/eV3FdpNQ/black#116
XhSmu,1r2k3/p4pp1/3bp1p1/3q4/3p3r/P6P/1P1QNPP1/2RR2K1 w - - 0 23,e2d4 d6f4 d2e1 f4c1,1867,103,65,26,crushing middlegame short skewer,https://lichess.org/vG8jBWiG#45
XhSpK,2rr2k1/1p2qp1p/p5p1/8/2bP4/P2Q1B1P/1P3PP1/3R1RK1 w - - 2 23,f1e1 e7e1 d1e1 c4d3,1434,111,82,18,crushing kingsideAttack middlegame short,https://lichess.org/0pIqwOVc#45
XhSsq,5k2/pp4pp/5b2/2qN1Q2/8/4P2P/PP4P1/6K1 w - - 3 26,d5f6 c5f5,1229,78,86,132,crushing endgame hangingPiece oneMove,https://lichess.org/NHP3gAqu#51
XhSvO,8/4k3/6p1/pp2P3/4K3/P1P5/8/8 b - - 2 46,g6g5 e4f5 g5g4 f5g4,1146,83,55,140,crushing endgame pawnEndgame short,https://lichess.org/anvg6EHF/black#92
XhT0N,1r3rk1/1b3q1p/p1n1N1pQ/3p1p2/3P4/2PB3R/P4PPP/1R4K1 b - - 0 22,f7e6 h6h7,966,77,100,109,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/S6WtOLVf/black#44
XhT1w,6k1/pp3p1R/n4p2/3r1B2/3P4/2P2bP1/P2K1P2/4N3 w - - 1 29,e1f3 d5f5 h7h2 f5f3,842,85,88,89,advantage endgame hangingPiece short,https://lichess.org/Xr5UWYTb#57
XhTQC,b5k1/2r4p/4p1p1/2PqNP2/3PpP2/1r2Q2P/8/2RR2K1 w - - 1 39,c1c3 b3c3 e3c3 e4e3,1692,74,93,287,crushing master middlegame short,https://lichess.org/wXUO5A7R#77
XhTs8,8/8/5k2/ppK4P/5p2/P1p5/8/3B4 w - - 0 58,c5b5 f4f3 b5c4 f3f2 c4c3 f2f1q,1452,88,17,106,advancedPawn bishopEndgame crushing endgame long promotion,https://lichess.org/y74VGx0j#115
XhTuD,3rkq2/1pp2p2/p2p1Qp1/3Pp3/P3P3/8/1PP5/1K1R4 b - - 0 36,d8d7 d1h1 d7d8 h1h8 f8h8 f6h8,1590,75,86,145,advantage endgame long pin quietMove,https://lichess.org/ldPNA5BA/black#72
XhU0H,r2q1rk1/pp1nbppp/2p1pn2/4N1B1/2PP1P2/8/PP2N1PP/R2Q1RK1 b - - 0 12,d8b6 e5d7 f6d7 g5e7,1631,77,87,73,advantage middlegame short,https://lichess.org/OfUjGPoa/black#24
XhUtB,r4k2/3R1ppp/8/8/1P2P3/1PrBN3/p4PPP/K3R3 w - - 1 32,e1e2 c3c1 d3b1 a2b1q,914,88,83,272,advancedPawn doubleCheck endgame mate mateIn2 promotion short,https://lichess.org/wmcVRCHV#63
XhV1y,5rk1/pp3ppp/3p3r/8/2P5/5Q1P/Pq4P1/4RR1K b - - 1 24,b2a2 f3f7 f8f7 e1e8 f7f8 f1f8,1554,75,93,103,endgame long mate mateIn3 sacrifice,https://lichess.org/EdS4niBb/black#48
XhVBg,k2r2r1/p1p2p2/1p3n2/6pp/3R4/P1B3P1/3PPP1P/1R4K1 b - - 1 25,h5h4 d4d8 g8d8 c3f6,816,92,91,97,crushing discoveredAttack endgame short,https://lichess.org/c24Axc5I/black#50
XhVP1,2r3k1/p5pp/1p6/1q1p4/3Pn3/B6Q/P2P2PP/5RK1 b - - 1 27,c8e8 h3e6 g8h8 e6f7,2127,76,84,155,crushing endgame short,https://lichess.org/d4QSEipw/black#54
XhVVe,2rq1rk1/pb3ppp/1p2p3/2bnN3/3B1P2/1P2P3/P3B1PP/2RQ1RK1 w - - 3 16,d1d2 d5e3 c1c5 e3f1 c5c8 f1d2 c8d8 f8d8,2305,85,89,287,crushing middlegame veryLong,https://lichess.org/NIAOlpDu#31
XhVqJ,1r1q1rk1/6bp/p5p1/1pn1p3/2p1Q3/P1P1P3/1P2BPPP/R1B2RK1 w - - 1 23,e4c6 b8c8 c6c8 d8c8,1910,75,92,440,crushing middlegame short trappedPiece,https://lichess.org/VQK1rqBu#45
XhVre,r1bq2k1/1pp3pp/p7/4Qp2/Pn1P4/1P6/1B3PPP/R3K2R w KQ - 0 18,d4d5 b4d3 e1f1 d3e5,1614,76,89,368,crushing fork middlegame short,https://lichess.org/Dw18MNwK#35
XhVrz,6k1/1b3ppp/4nb2/1B2pN2/1q2P3/2B2P1P/3rQ1P1/2R4K b - - 2 33,b4c3 c1c3 d2e2 b5e2,1590,75,92,145,advantage middlegame short,https://lichess.org/HlbWli1t/black#66
XhVty,8/5ppk/Q6p/1p1q4/2p5/2P1P1P1/P4PKP/8 w - - 3 32,g2h3 b5b4 c3b4 c4c3,2321,92,74,32,crushing endgame queenEndgame short,https://lichess.org/BmGaaUzF#63
XhVvU,r4k2/p2q1ppp/1p6/1n3N2/2p5/P3P2P/6P1/4QRK1 b - - 1 33,g7g6 e1b4 f8g8 f5h6 g8g7 f1f7 d7f7 h6f7,1881,75,91,302,advantage discoveredAttack endgame fork veryLong,https://lichess.org/K48fzEHp/black#66
XhW1X,5q1k/2p3rp/1r5Q/p1ppP3/6P1/8/PPP1N2R/2K4R w - - 0 26,e2f4 b6h6 h2h6 f8f4,1447,75,92,1991,advantage capturingDefender middlegame short,https://lichess.org/idNx55c6#51
XhW5Y,r5k1/1b1pbp1p/1Pq1p1p1/2PpP3/3B1P2/3B4/2Q3PP/1R4K1 b - - 2 24,a8a4 d3b5 c6b5 b1b5,1262,76,89,94,advantage fork middlegame short,https://lichess.org/sTwC49jP/black#48
XhWAT,r1bqr1k1/5pbp/p5p1/8/2BNNpP1/7P/PP2QP2/1R3RK1 b - - 0 19,d8d4 e4f6 d4f6 e2e8,1558,112,52,14,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/hGbTgMeT/black#38
XhWMN,2n2rk1/3p1pp1/r1n1q2p/p1p1N3/P3P3/8/2P2PPP/BR1QR1K1 w - - 2 21,d1d7 c6e5 d7e6 a6e6,1772,74,92,375,advantage middlegame short,https://lichess.org/7oWcOIkE#41
XhWPF,2b5/8/p7/P2pNk2/3P4/2B1nPK1/8/8 w - - 11 56,g3f2 e3d1 f2e2 d1c3,956,81,86,157,advantage endgame fork short,https://lichess.org/51MxNfoC#111
XhWQQ,rn3rk1/p4ppp/1ppbp3/3n4/3PN2q/5Q2/PPPBN2P/2KR3R b - - 7 15,d6b4 d2g5 h4g5 e4g5,1661,78,88,52,crushing middlegame short trappedPiece,https://lichess.org/1peLekes/black#30
XhWRb,r5k1/5Q1p/2b2np1/8/p5P1/2N2P2/B1q4P/3rRK2 b - - 0 27,g8h8 f7f6,1342,75,100,1627,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/JbGDmo7k/black#54
XhWTw,r2q1rk1/ppp2pp1/1b5p/3pP3/3n4/1B3Q2/PP3PP1/RNB2RK1 w - - 0 14,f3d5 d4e2 g1h1 d8h4,1566,76,93,860,kingsideAttack mate mateIn2 opening short,https://lichess.org/HtADRyyG#27
XhWjb,7k/2p3p1/1p1q3p/8/4Q3/7P/1r4P1/R6K b - - 1 35,d6d8 a1a8 d8a8 e4a8,1071,76,100,246,crushing endgame pin short,https://lichess.org/2mVUxgyZ/black#70
XhWtS,8/1R5R/3p2P1/3p1p2/3Knk2/8/2P5/6r1 w - - 3 50,g6g7 g1d1,1489,83,83,696,endgame mate mateIn1 oneMove,https://lichess.org/tWR91ftO#99
XhWvZ,4r1k1/p4p1p/8/7R/8/P1BB4/1PP3q1/1K6 b - - 0 30,e8e1 c3e1 g2g1 h5e5,1935,77,89,153,crushing defensiveMove endgame hangingPiece short,https://lichess.org/IVnVSUW2/black#60
XhXIp,r2k3r/pQp3pp/3b4/4p3/4NnP1/PB1P4/1PPK1PP1/q7 b - - 0 19,a8c8 e4d6 a1c1 d2c1,1128,246,43,2,crushing middlegame short,https://lichess.org/TcbYqP2I/black#38
