PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl
XkCx2,8/p5k1/2p5/1p1r1BBK/8/8/PP6/8 w - - 14 44,g5h6 g7f6 h5g4 d5f5,1284,210,50,13,crushing defensiveMove endgame pin short,https://lichess.org/GpsR0YAS#87
XkD74,r1b1k2r/ppqp1ppp/4pn2/8/1P1bP3/P1NB4/2P2PPP/R1BQ1RK1 w kq - 0 12,c1b2 d4c3 b2c3 c7c3,971,90,82,78,advantage opening short,https://lichess.org/c560uEdc#23
XkD81,1r6/pb3kp1/3q2p1/1pp2p2/3pP1nP/8/PPPBQPB1/R3R1K1 w - - 3 25,e4f5 d6h2 g1f1 b7g2,1474,80,48,38,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/f1OI0tYY#49
XkDNx,r4rk1/bpp2pp1/p2p2np/4p3/1P1PP1n1/2P2NNq/P1B2P2/R1BQR1K1 w - - 2 17,g3f5 e5d4 c3d4 g6e5,2292,97,84,57,advantage middlegame short,https://lichess.org/XbHcuuH2#33
XkDX5,R4b1r/1p1kpppp/3p1n2/1p1P4/2P5/3bPP2/1q1N2PP/3QK2R b K - 0 16,b5c4 d1a4 d7c7 a4a5 b2b6 a8c8 c7c8 a5b6,1522,75,91,283,advantage deflection middlegame pin veryLong,https://lichess.org/HeXB8nwj/black#32
XkDX8,1r1q1rk1/1ppbnp2/p1n1p1p1/4P1N1/3P4/2P1BQ2/P4PPP/R3K2R b KQ - 1 17,e7f5 f3h3 d8g5 e3g5,1459,74,94,163,crushing middlegame short,https://lichess.org/2V9QEFeT/black#34
XkDYL,8/3N2pk/5p1p/p1R5/2P2Q2/1P2n1P1/4r2P/7K w - - 3 36,c5a5 e2e1 f4f1 e1f1,1236,192,33,4,endgame mate mateIn2 short,https://lichess.org/axuugDua#71
XkDsX,2k1r3/1pp5/p1q5/4P3/3Q2p1/1P4P1/P2R4/6K1 b - - 2 32,c6f3 d4d7 c8b8 d7e8,1199,75,100,1912,crushing endgame fork short,https://lichess.org/BtNNq4iO/black#64
XkDww,r3k2r/pp1n1ppp/2p2n2/q2p1b2/1b1P4/PQ4P1/3NPPBP/RNB1K2R b KQkq - 0 11,e8c8 b3b4 a5b4 a3b4,1599,76,96,2745,advantage middlegame short,https://lichess.org/j6qBXQU2/black#22
XkEER,rnb1k2r/1pp2p2/p3pn2/4b1BB/2P5/2N4P/PP3NP1/3R1RK1 b kq - 0 17,f6h5 d1d8,747,93,100,257,mate mateIn1 middlegame oneMove,https://lichess.org/qCmRhUis/black#34
XkEKH,4rr1k/ppp1q1p1/2n4R/5p1Q/2Bp1P2/2P5/PP3K2/7R b - - 0 29,g7h6 h5h6 e7h7 h6h7,955,88,87,39,mate mateIn2 middlegame short,https://lichess.org/3JagW3pC/black#58
XkEQf,3rk3/Rpp4p/3b1p2/8/2P1B3/4BP2/2P1K1q1/1Q3R2 w - - 2 24,e2e1 d6g3 e3f2 g3f2 f1f2 g2g1 e1e2 g1b1,1629,75,93,550,advantage attackingF2F7 exposedKing fork middlegame skewer veryLong,https://lichess.org/3EBujvv9#47
XkES3,5r1r/pppbk1pp/2p5/6b1/2BKP3/2NP2P1/PPP1Q2q/R1B5 b - - 7 19,h2e2 c1g5 e7e8 c3e2,1499,84,84,45,advantage hangingPiece intermezzo middlegame short,https://lichess.org/t3zCzO88/black#38
XkEoZ,r3qk1r/ppp2ppp/8/1B6/3Q4/2n2P2/PP3PPP/R5K1 w - - 0 15,b5e8 c3e2 g1f1 e2d4,1161,76,97,1252,crushing endgame fork short,https://lichess.org/nhWBvtAl#29
XkExE,4rrk1/p2nb1pp/1q2p3/2pp2N1/5PQ1/1NP1B3/PP4PP/5RK1 b - - 4 21,f8f6 g4h5 d7f8 h5e8,1415,136,82,14,advantage middlegame short,https://lichess.org/pBLbrrRW/black#42
XkFS5,3rk1n1/2R1n3/1p2R3/p6p/8/B7/PP3PPP/6K1 w - - 3 33,a3e7 d8d1 e6e1 d1e1,650,102,95,418,backRankMate endgame mate mateIn2 short,https://lichess.org/hBek560I#65
XkFY3,r4rk1/1bp2ppp/p2p4/6q1/1PPQ4/P5Pn/3N1P1P/R2BRK2 b - - 2 21,g5f5 d1g4 f5f2 d4f2 h3f2 f1f2,1448,74,97,1338,advantage long middlegame,https://lichess.org/2TA6INtW/black#42
XkFlo,2r3rk/p2q3p/1pn1p3/5pP1/2PP1P2/2Q1PR1P/7K/1R6 b - - 1 26,d7d6 d4d5 g8g7 d5c6,1500,500,100,0,discoveredAttack equality middlegame short,https://lichess.org/cZ8oZcYv/black#52
XkFmu,5r2/5pk1/p3p1p1/1p1pP1b1/3P4/4P2R/P2qB1PK/5Q2 b - - 3 31,g5e3 f1f6 g7g8 h3h8,1273,79,95,616,endgame mate mateIn2 short,https://lichess.org/DpO7zdCF/black#62
XkFtg,8/4N2k/4R3/7p/4p1pP/6P1/5PK1/4r3 w - - 6 41,f2f3 e4f3 g2f2 e1e6,1567,75,90,495,crushing discoveredAttack endgame short,https://lichess.org/S7Y68IIM#81
XkFvt,3r4/2q1k1p1/4p2p/2p5/P2PB3/8/3Q2PP/2R3K1 w - - 1 31,c1c5 c7c5 d4c5 d8d2,1436,76,91,479,advantage endgame short,https://lichess.org/VuqYroel#61
XkGFB,8/8/1kp1p3/3pPpBp/1KnP3P/5P2/8/8 b - - 10 53,c4e5 g5d8 b6a6 d4e5,2199,75,91,1354,crushing endgame intermezzo short,https://lichess.org/BayvJGgE/black#106
XkGLA,b1rr1n2/4bk1p/pN2pnpP/4q1B1/1PpN4/5P2/P2QB3/2R2RK1 w - - 0 25,b6c8 d8d4 d2d4 e5d4,1792,77,80,77,crushing middlegame short,https://lichess.org/fRPWkZmx#49
XkGUn,5rk1/6pp/8/p6q/P1Pb4/3P4/5rPP/3QR2K w - - 0 36,d1h5 f2f1 e1f1 f8f1,985,156,83,19,backRankMate endgame mate mateIn2 short,https://lichess.org/Bvau2kf1#71
XkGYu,7k/p4pr1/4P2q/8/1P6/P1P3r1/4QRPp/7K b - - 1 47,h6c1 f2f1 c1f1 e2f1,943,94,44,67,advantage defensiveMove endgame short,https://lichess.org/L6RvgsOR/black#94
XkGoZ,1rbq1rk1/4bppp/4p3/2p1R3/1p2B3/P5P1/1PQP1P1P/R1B3K1 b - - 0 16,b4a3 e4h7 g8h8 e5h5 g7g6 h7g6,1508,74,93,1784,advantage discoveredAttack kingsideAttack long middlegame,https://lichess.org/W9HFUzRS/black#32
XkH7h,5bbk/7q/8/p4p2/3PpQ2/2P3P1/P5K1/1R6 b - - 3 45,h7h5 b1h1 h5h1 g2h1,1563,77,86,525,crushing endgame pin short,https://lichess.org/4HAo1XNU/black#90
XkHM2,rn3r1k/pp4pp/2b1pp2/8/2P3Q1/q2B1NB1/1b3PPP/3R1RK1 b - - 1 20,f8d8 d3h7 d8d1 f1d1,1935,79,79,37,advantage middlegame short,https://lichess.org/gSg1lgWL/black#40
XkHO3,rr4k1/1pp1qpp1/2n1bn1p/1Q1pN3/P4B2/6P1/5PBP/R3R1K1 b - - 2 20,a8a5 e5c6 a5b5 c6e7,1178,100,27,34,crushing middlegame short,https://lichess.org/2ho5WK8F/black#40
XkHde,3q2r1/pb1n1pB1/1p3n1Q/2bk2P1/3PB3/1P3P2/P6P/4R2K b - - 2 30,f6e4 f3e4,1259,79,95,1034,mate mateIn1 middlegame oneMove,https://lichess.org/2S2VLg6K/black#60
XkHic,r2q2k1/1b3rpp/1pp1p3/p1n2p2/2PB4/3P2P1/PQ2PPBP/1R3RK1 w - - 5 19,b2b6 d8d4 e2e3 d4d6,1648,78,81,58,advantage hangingPiece middlegame short,https://lichess.org/lKyQwufC#37
XkHp9,Qn2k1nr/p1pp2pp/bp3p2/8/4P2B/4K3/P2N1PPP/q4B1R b k - 3 13,e8e7 f1a6 a1c3 a6d3,2184,81,90,139,advantage defensiveMove middlegame short,https://lichess.org/OH5f0RTW/black#26
XkIAm,1r4k1/p3br1p/1p2p2Q/2p3P1/2PpP2P/P2q3K/1P6/3BRR2 w - - 3 26,h3g4 f7f1 e1f1 d3f1,1327,75,97,377,crushing middlegame short,https://lichess.org/FQ0vEQGq#51
XkIeU,r1b2rk1/5p1p/3qp1p1/np6/4PP2/2P4R/B5PP/R1B1Q2K w - - 0 22,e1h4 d6d1 h4e1 d1e1,688,94,86,70,backRankMate mate mateIn2 middlegame short,https://lichess.org/YyI37Eph#43
XkIqy,rnb1k2r/1pq2ppp/p3pn2/8/Pb1P4/2NB1N2/1BP2PPP/R2QK2R w KQkq - 5 12,e1g1 b4c3 b2c3 c7c3,1171,77,90,288,advantage opening short,https://lichess.org/R4y9aNfE#23
XkIs1,2r3k1/p3b1pp/4Q3/3pp3/8/P1P5/1KP5/4q3 b - - 0 33,g8h8 e6c8 e7d8 c8d8,1241,110,94,21,backRankMate endgame hangingPiece mate mateIn2 short,https://lichess.org/0xrxBWYN/black#66
XkJW2,3rrqk1/1pp2pp1/p1b2n1p/4p3/4P3/P2NPPQ1/1PP3RP/R4BK1 w - - 10 21,d3e5 f6h5 e5c6 h5g3,1636,79,86,233,advantage middlegame short,https://lichess.org/PNDSUd6o#41
XkK4h,rb1q2k1/1p3ppp/p3b3/8/3N1p2/1P1B3P/P1PQ1PP1/4R1K1 b - - 0 19,d8d4 d3h7 g8h7 d2d4,1211,85,91,422,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/ZhiSrOHd/black#38
XkKFV,r3r1k1/q4ppp/5n2/4p1PP/2B5/1N3P2/1PPQ4/2KR3R w - - 3 26,g5f6 a7a1 b3a1 a8a1,788,86,100,396,backRankMate mate mateIn2 middlegame sacrifice short,https://lichess.org/1VRKNoYa#51
XkKNQ,8/7p/6k1/3pPN2/5K2/3n2PP/8/8 w - - 1 41,f4g4 h7h5 g4f3 g6f5,1872,78,80,47,crushing deflection endgame knightEndgame short,https://lichess.org/slvpuMiW#81
XkKSh,r2q4/ppp1nk2/3p1bbB/8/4p3/1PP2QPB/P4P2/R3K2R w KQ - 0 23,f3e2 f6c3 h6d2 c3a1,1094,79,87,153,advantage fork middlegame short,https://lichess.org/xbWpAWof#45
XkKTs,1r6/5k2/8/3n2Q1/3P4/2B2q1P/PP3P2/4R1K1 w - - 1 37,g1f1 f3h3 f1e2 d5c3 b2c3 b8b2,2702,111,88,226,advantage endgame long,https://lichess.org/qBYWRPJT#73
XkKUK,8/6p1/4k2p/1pP5/2p2PP1/8/2P4P/6K1 w - - 1 31,c5c6 b5b4 g1f2 b4b3 c2b3 c4b3,1961,77,78,53,crushing endgame long pawnEndgame quietMove,https://lichess.org/dw4Nboao#61
XkKUS,7k/p5p1/7p/1Q6/4q3/1BP1p1Pn/PP5P/6K1 w - - 1 35,g1f1 e4f3 f1e1 f3f2 e1d1 f2d2,1757,74,97,1693,endgame exposedKing long mate mateIn3,https://lichess.org/BTZD8Twq#69
XkKXJ,2r3k1/Q2N2pp/1pq1pp2/3p4/3P4/4P3/5PPP/R5K1 w - - 0 28,d7b6 c6c1 a1c1 c8c1,784,83,71,148,backRankMate endgame mate mateIn2 sacrifice short,https://lichess.org/MfYBqTFR#55
XkKXl,6k1/p2R1p2/6p1/2pP2Pp/2K4P/bP3R2/P2r1P2/1b6 w - - 5 34,f3f7 b1d3 c4c3 a3b4,1753,171,82,18,endgame mate mateIn2 short,https://lichess.org/8j8SsMXY#67
XkKZq,8/1p5k/p2p1bpp/q3pQ2/3pP3/5N2/1P3PPP/6K1 w - - 0 23,f5f6 a5a1 f3e1 a1e1,1111,79,69,66,endgame mate mateIn2 short,https://lichess.org/sxv4c5cu#45
XkKoz,2kr3r/1p3p2/p1nB1q1p/2Q3p1/P3P3/2P5/5PPP/3R1RK1 w - - 1 22,d6e5 f6e5 c5e5 c6e5,1113,108,78,17,advantage middlegame short,https://lichess.org/Bi5okma9#43
XkKqD,5n1k/p5pp/8/2PQ1p2/4nB2/7P/PPq2PP1/5BK1 w - - 1 26,c5c6 c2f2 g1h2 f2f4,1254,75,95,1187,crushing endgame fork short,https://lichess.org/VXDmUCIo#51
XkKze,r3k2r/pp3p1b/2p4p/2n4q/4P3/2PB1N1P/P4PP1/R2Q1RK1 w kq - 1 19,f3d2 h5d1 a1d1 c5d3,1254,78,96,1185,advantage middlegame short,https://lichess.org/1SJ1M0dT#37
XkL2h,r1rq1nk1/5pbp/b3p1p1/pp1p2B1/7Q/2P2N1P/PPB2PP1/2R1R2K b - - 7 26,g7f6 g5f6 d8f6 h4f6,1304,117,-80,14,crushing middlegame short,https://lichess.org/p6GeUDlL/black#52
XkL7Q,r2qk2r/ppp1bppp/2n2n2/8/2BP2b1/P3BN2/1P1N1PPP/R2QK2R b KQkq - 0 9,c6d4 e3d4,1310,140,-88,19,advantage oneMove opening,https://lichess.org/NGXMxa1j/black#18
XkLd7,2k4r/ppp5/q7/7p/8/PP1rPP2/1Q6/3R1K1R w - - 0 27,b2h8 d3d8 f1f2 d8h8,1725,76,75,238,crushing discoveredAttack endgame short,https://lichess.org/0VSGWqrj#53
XkLf0,2k1r3/3r4/1pq5/pR3RPp/P1Pp2nP/1N1P2P1/2Q5/6K1 w - - 3 39,f5f1 d7f7 f1f7 e8e1 f7f1 e1f1,2697,116,92,476,crushing exposedKing kingsideAttack long middlegame sacrifice,https://lichess.org/Uu6qAsS2#77
XkLpz,3k3r/R7/1p1p1p2/4pP2/1P2r2P/8/P4K2/7R b - - 0 27,e4h4 a7a8 d8d7 a8h8,1139,77,92,115,advantage endgame rookEndgame short,https://lichess.org/7NNePGCb/black#54
XkMGa,rn2kbnr/ppp2ppp/3p1q2/8/3pP3/5B1P/PPP2PP1/RNBQ1RK1 b kq - 1 7,g8e7 e4e5 d6e5 f3b7,1500,75,92,1152,advantage discoveredAttack opening short,https://lichess.org/c614Oxqd/black#14
XkML6,4r3/ppp3bk/2n1r1pN/8/8/P7/1P3PPP/RNBR2K1 w - - 1 20,b1c3 e6e1 d1e1 e8e1,856,103,67,32,backRankMate mate mateIn2 middlegame short,https://lichess.org/JA3tG0Ne#39
XkNcn,r2q1rk1/p3bppp/1p6/n1pP4/2P3b1/3B1N2/P3QPPP/1RB2RK1 b - - 1 14,f8e8 e2e4 f7f5 e4e6,1922,76,75,99,advantage opening short,https://lichess.org/lRKr6O7N/black#28
XkNs6,8/8/2pk1KBp/6p1/5p2/1p5P/5P2/8 b - - 1 45,b3b2 g6b1 d6d5 f6g6,2337,82,91,540,advantage bishopEndgame endgame quietMove short,https://lichess.org/UoBOSSrJ/black#90
XkNtW,2r2rk1/1b1Q1p1p/p5p1/qp6/8/1BbRB2P/P1P3P1/2K3R1 b - - 2 21,b7e4 b3f7 f8f7 d7c8,1570,74,93,776,crushing deflection kingsideAttack middlegame short,https://lichess.org/J3xFdEFn/black#42
XkNwC,2r1R2k/p5pp/4Q1r1/2q4b/8/P7/5PP1/4R1K1 b - - 3 32,c8e8 e6e8 c5f8 e8f8,658,106,100,148,endgame mate mateIn2 short,https://lichess.org/EVagZuFt/black#64
XkOAI,r6k/8/p3p2p/2Pp1rpn/3P2Q1/qR2KN2/P4P1P/7R b - - 6 29,f5f3 e3f3 a3a2 g4h5 a8f8 f3g2,2128,129,71,12,advantage defensiveMove hangingPiece long middlegame,https://lichess.org/YC3qXW6e/black#58
XkOB3,r1nqk3/p1p1n3/3p3r/1pPPp2p/N3P1p1/BP3pP1/P2b1P1P/R3NRKQ w q b6 0 23,c5d6 c7d6 e1f3 g4f3,1496,253,-33,3,advantage middlegame short,https://lichess.org/6vcGyYaj#45
XkOIw,r2bk1nr/pp1b1ppp/1q2p3/1N1p4/Q1PP1B2/P7/1P3PPP/R3KB1R w KQkq - 7 12,b5d6 b6d6 f4d6 d7a4,1586,75,96,2710,advantage opening short,https://lichess.org/SVFsJsVn#23
XkOM8,r4rk1/5ppp/p1qb1n2/2p2N2/2Pp4/3P4/P1N2PP1/R2Q1R1K b - - 1 22,d6c7 f5e7 g8h8 e7c6,994,82,76,58,crushing fork middlegame short,https://lichess.org/XvcLFJrS/black#44
XkOOj,r2r2k1/2n1bp1p/1n1p2p1/3P2PP/1p2P1B1/1Pp5/2P1K3/2B3RR b - - 4 29,c7a6 h5g6 h7g6 c1e3 b6c4 b3c4,2053,396,100,2,equality long middlegame,https://lichess.org/5f1eAau8/black#58
XkOaD,2r1r1k1/3q1p1p/p4Pp1/1pp5/3pPB1Q/PP1n3P/1P4P1/4RRK1 b - - 3 26,d3f4 f1f4 d7d6 e4e5 d6f8 e5e6,2360,88,85,175,advantage long middlegame,https://lichess.org/fbyClFp8/black#52
XkOh3,r3r1k1/1b3p1p/pq1P2pb/1ppn4/4P3/1P1B1N2/PBP1Q1PP/3RR1K1 w - - 3 22,e4e5 c5c4 b2d4 c4d3,1460,139,87,50,advantage discoveredAttack middlegame short,https://lichess.org/LhdObtgK#43
XkOjB,1rr5/p1p3pk/1nP1p2p/1Q2Bp2/P2Pq3/2P5/5PPP/RR4K1 w - - 5 25,b5c5 b6d7 b1b8 c8b8 c5c4 d7e5,2367,95,22,49,crushing long middlegame,https://lichess.org/NasazsvI#49
XkPTg,1k2rr2/ppp3p1/7p/2b2q2/8/2N1B3/PP3P1P/3RKR1Q w - - 6 26,h1d5 e8e3 f2e3 f5f1,1646,74,90,147,advantage middlegame short,https://lichess.org/WnwPqaLi#51
XkPXl,r4rk1/3q1pbp/3p2pB/pppN4/3pP3/5P2/PPQ3PP/R4K2 b - - 3 21,g7h6 d5f6 g8h8 f6d7,965,89,96,263,advantage fork middlegame short,https://lichess.org/5LyknJjX/black#42
XkPaj,5r1k/6pp/4Q3/3p4/3P3P/2q5/Pr2R3/R5K1 w - - 0 25,a1f1 c3g3 g1h1 f8f1,1519,75,98,1403,deflection endgame mate mateIn2 short,https://lichess.org/IiaX0HA9#49
XkPaq,8/3k3p/3Pr3/1p2P3/1K6/7P/p5P1/4R3 w - - 0 49,b4b5 e6e5 e1e5 a2a1q,1355,111,63,34,advancedPawn advantage deflection endgame promotion rookEndgame short,https://lichess.org/yWbInGWj#97
XkPg2,Q1b2rk1/5p1p/p3p1pP/1Pp1nq2/8/4BN2/P3BKP1/7R w - - 1 23,b5b6 e5g4 f2g3 g4e3,1638,74,92,166,advantage deflection middlegame short,https://lichess.org/K43MQGoq#45
XkPv6,r1bqr1k1/pp3pb1/2p4p/3pn1p1/4P3/2PB1NP1/PP1N1PP1/R2QR1K1 w - - 0 16,e4d5 e5d3 e1e8 d8e8,1505,110,-20,17,advantage hangingPiece opening short,https://lichess.org/szlpJC46#31
XkPwU,k6r/p3R3/8/N1p2p2/6pp/1P5P/P4PP1/q3RK2 b - - 11 38,a1a2 e7e8 h8e8 e1e8,821,100,100,83,endgame mate mateIn2 short,https://lichess.org/J8Eo8Yqp/black#76
XkQ0s,2rqk1nr/3nbppp/pp2p3/4p3/2PR4/2N2N2/PP3PPP/R1BQ2K1 w k - 0 13,d4d7 d8d7 d1d7 e8d7,709,104,75,57,advantage opening short,https://lichess.org/OWZMFkdJ#25
XkQKX,r1bqk1nr/p4pbp/1pn3p1/1NpB4/8/3PBN2/PPP2PPP/R2QK2R b KQkq - 0 9,d8d5 b5c7 e8f8 c7d5,1021,79,94,149,crushing fork opening short,https://lichess.org/IEglX2BB/black#18
XkQQV,1k1r3r/q5p1/1pQ5/5pNp/7P/1PPn1P2/P2R1b2/1K1R4 b - - 0 31,d3e5 d2d8 h8d8 d1d8,1193,108,41,14,mate mateIn2 middlegame queensideAttack short,https://lichess.org/kF5jeXhU/black#62
XkQVc,6k1/1p4p1/p2p4/3Pp1p1/2P1r3/8/PP1RKP2/RQ5q w - - 12 31,e2d3 h1f3 d3c2 e4c4,1356,80,94,812,deflection endgame mate mateIn2 short,https://lichess.org/ZyEybKvl#61
XkQen,r5k1/3b2pp/2p1p3/3nR3/6p1/3B4/1P3P1P/4R1K1 w - - 0 31,g1g2 d5f4 g2g3 f4d3,1060,81,100,80,crushing endgame fork master masterVsMaster short,https://lichess.org/qQeYq8SG#61
XkQm6,r3k2r/ppp2pp1/4bn1p/1N6/5R2/8/PPP1B1PP/3R2K1 b kq - 4 15,f6d5 d1d5 e6d5 b5c7 e8d7 c7d5,1859,76,85,105,advantage capturingDefender fork long middlegame,https://lichess.org/3UhMv6XS/black#30
XkQom,6r1/4bp1k/1pq1pn1p/3n3R/p2P3Q/2P2R1P/5PP1/6K1 b - - 1 30,g8g7 h5h6 h7g8 h6h8,1171,85,100,84,mate mateIn2 middlegame short,https://lichess.org/H8jdmKX9/black#60
XkQtw,r5k1/1pB2pp1/p5rp/8/b1Pp4/3P3P/2P2PPK/1R3R2 w - - 0 25,b1b7 a4c6 f2f3 c6b7,1466,76,88,68,advantage endgame short,https://lichess.org/38EUUBWF#49
XkQwY,r1bqk2r/pp2pp1p/n1pp1bpB/8/2PPP3/P4N2/4BPPP/R2Q1RK1 b kq - 1 13,c6c5 e4e5 d6e5 d4e5,1686,80,87,48,advantage middlegame short,https://lichess.org/YNTpSTx0/black#26
XkR05,3r1rk1/pp3ppp/2p1pb2/2Q5/qP1P4/P2RP1BP/5PP1/3R2K1 w - - 6 23,g3d6 b7b6 c5c3 d8d6,1590,75,96,471,advantage middlegame short,https://lichess.org/ia0k9QDf#45
XkROn,4k3/6K1/4p1PB/8/5P2/8/7r/8 b - - 0 62,h2h5 g7h7 h5b5 g6g7,1847,75,94,1456,advancedPawn crushing endgame short,https://lichess.org/TiiQmO0g/black#124
XkRUQ,8/6kp/r7/8/8/1p2N2P/1Rb2KP1/8 b - - 9 47,a6a2 b2a2 b3a2 e3c2,1554,75,97,2030,advantage endgame short,https://lichess.org/9iS0M7oj/black#94
XkRkW,r4rk1/1p2qppp/p1b1p3/3p1P2/4P3/3P2Q1/PP2N1PP/R4RK1 b - - 0 18,d5e4 f5f6 e7f6 f1f6,1348,75,89,1130,crushing middlegame pin short,https://lichess.org/2zYIrljd/black#36
XkRpY,3r1rk1/p1p2p2/2p3N1/2P4p/1q6/6p1/1PQ3K1/4RR2 w - - 3 30,g6f8 d8d2 c2d2 b4d2,1268,74,98,766,advantage endgame fork short,https://lichess.org/Gdx80y4W#59
XkS0y,2r1b3/1p6/p4k2/P1Pppp2/1P5p/4PK1P/5P2/3R2R1 w - - 4 37,d1d5 e8c6 e3e4 f5e4,1928,75,89,319,crushing endgame pin short,https://lichess.org/0OBDChsJ#73
XkS15,7k/Q5p1/6np/8/4q3/P1P4P/5BK1/8 w - - 3 43,g2g1 g6f4 a7b8 h8h7 b8f4 e4f4,1612,75,92,169,crushing endgame long master,https://lichess.org/mflfBq1s#85
XkSwf,5r2/p3p1kp/2np1Rp1/2p3N1/4P2Q/2qP3P/Pr2B1P1/R5K1 b - - 0 19,f8f6 h4h7 g7f8 h7h8,1223,75,89,466,mate mateIn2 middlegame short,https://lichess.org/HvGdfX6f/black#38
XkSzD,5k2/p5pp/1p1r4/5p2/2Ppb3/6P1/PRP2P1P/3R2K1 w - - 2 33,c2c3 d4c3 d1d6 c3b2,1107,78,96,161,advancedPawn crushing endgame short,https://lichess.org/VhIXKIeE#65
XkT0s,r3k2r/pp3pp1/2p1pnp1/8/1b1P4/2N1PPqP/PP1BQ1P1/R4RK1 w kq - 1 15,g1h1 b4d6 f3f4 f6g4 e2g4 g3g4,1892,134,65,8,crushing long middlegame pin quietMove,https://lichess.org/Zjd7KxmV#29
XkT3w,2k2b1r/ppp2ppp/4P3/3QPn1q/1r4b1/5BP1/PP2PR1P/RNB3K1 b - - 3 15,g4f3 d5d7 c8b8 d7d8,1587,74,93,369,mate mateIn2 middlegame queensideAttack short,https://lichess.org/qO5TGslc/black#30
XkT9m,r1bqkb1r/pp3ppp/2np4/3pP3/3P4/5N2/PP3PPP/R1BQKB1R w KQkq - 2 10,f1b5 d8a5 c1d2 a5b5,1299,78,90,133,advantage fork opening short,https://lichess.org/7xEO3yKj#19
XkTPU,r1bqk2r/pp1n1ppp/2n1p3/2b1P3/3p4/2BB1N2/PPPN1PPP/R2QR1K1 w kq - 0 14,c3d4 c6d4,1398,128,73,16,advantage oneMove opening,https://lichess.org/WUGVsRTT#27
XkTTF,r1bqr1k1/1pp2ppp/p7/3p4/Pn1PB3/4PN2/1PQN1PPP/2R1K2R w K - 1 13,c2b1 d5e4 d2e4 c8f5,1833,74,96,1822,advantage opening short,https://lichess.org/VxAgEO2F#25
XkTUT,2kr1b1r/ppp2p1p/3p1q2/3P2p1/2P1np2/5N1P/PP1BR1P1/R2Q2K1 b - - 1 17,e4g3 d2c3 g3e2 d1e2 f6e7 e2f2 h8g8 a1e1 e7d7 f2a7,2602,90,91,412,advantage middlegame sacrifice veryLong,https://lichess.org/PljyN60C/black#34
XkTUe,4k2r/Q2n1pbp/2B1p1p1/2p2q2/3P4/B1P1P3/P4P1P/Rr2K1R1 w Qk - 2 19,e1d2 f5f2 d2d3 c5c4 d3e4 f2f5,1961,75,87,224,long mate mateIn3 middlegame,https://lichess.org/zP0Zio8i#37
XkTo3,8/8/2k2p2/4p3/2P1Kp2/p7/4N2P/8 w - - 0 38,e2c3 c6c5 e4d3 f4f3,2011,77,82,139,advantage endgame knightEndgame short,https://lichess.org/JfvYiHW9#75
XkTyf,8/p7/3k3p/R7/1P2pp2/P7/5PPP/3r1BK1 w - - 0 35,a5a7 e4e3 f2e3 f4e3,1310,77,69,290,crushing endgame short,https://lichess.org/1l61yvzY#69
XkU1A,5r1k/pp1n2pp/4Q1p1/3pP3/3P4/4P3/PP1Bq1PP/R5K1 w - - 5 21,e6d7 e2f2 g1h1 f2f1 a1f1 f8f1,1576,81,81,59,backRankMate endgame fork long mate mateIn3 sacrifice,https://lichess.org/XwMYkxfz#41
XkUKt,1k1r1b2/p2q2p1/2p2pn1/8/8/2NBQPpP/PPP5/R3R1K1 w - - 1 21,e3e6 f8c5 g1h1 g3g2,2299,79,94,816,advancedPawn crushing middlegame short,https://lichess.org/03ntSdaf#41
XkUPk,5nk1/2p2p1p/pp1brPp1/3R4/1P3PN1/2P1BK2/P6P/8 b - - 2 32,h7h5 g4h6 g8h7 h6f7,1750,76,93,668,advantage deflection endgame kingsideAttack master masterVsMaster short superGM,https://lichess.org/Rlw3xYGz/black#64
XkUSV,R7/5pk1/8/3N2pp/P2P4/2P2P1n/4r2P/7K w - - 0 37,a4a5 g5g4 f3g4 h5g4 a8g8 g7g8,1933,89,83,31,advantage endgame long,https://lichess.org/0Ik2s2JI#73
XkUbP,r4rk1/ppp1b1p1/3p1p1n/3qP2Q/5P2/8/PPPB1P2/R2K2R1 b - - 1 23,g8h8 g1g7 h8g7 e5f6 e7f6 h5d5,2394,77,92,1042,attraction crushing discoveredAttack kingsideAttack long middlegame pin sacrifice,https://lichess.org/XgQUIkDv/black#46
XkUeo,1k2r3/5p2/pp4p1/2pK2p1/4N1P1/1P6/P7/3R4 w - - 2 35,e4g5 e8d8 d5c6 d8d1,1255,108,43,32,advantage endgame short skewer,https://lichess.org/wB4so8u6#69
XkUnO,5r2/5P2/2k5/2p3P1/8/8/p5K1/5R2 b - - 0 64,c6d6 g5g6 a2a1q f1a1,1562,75,93,805,crushing endgame rookEndgame short,https://lichess.org/VD6zSWv1/black#128
XkUsI,8/6pk/2qP2Np/2PrQ3/8/6PK/5P1P/8 w - - 8 39,g6e7 c6d7 e5f5 d5f5,1487,76,97,3323,crushing endgame short,https://lichess.org/C0Op0pMr#77
XkUtM,6k1/p3Qp2/7p/1B2R1p1/3q4/7P/P4PP1/2r3K1 w - - 1 25,g1h2 d4f4 g2g3 f4f2,1211,75,100,166,endgame mate mateIn2 short,https://lichess.org/8h6RGOID#49
